time,roll,pitch,altitude,vibration_z,label
17.400000000000002,0.0412716505175162,0.0049898656969364,2.0237094005735,-2.0712946853911667e-05,SAFE
17.408,0.0412716571763613,0.0049895766230857,2.0235729093394887,-1.975425600762424e-05,SAFE
17.416,0.0412716639731724,0.0049893122715947,2.023435303043745,-1.8801133932272084e-05,SAFE
17.424,0.0412716709158753,0.0049890745044305,2.0232965951913577,-1.7853529238687092e-05,SAFE
17.432,0.0412716780094015,0.0049888648184577,2.023156799297241,-1.6911418385922544e-05,SAFE
17.44,0.041271685258404,0.0049886843416302,2.0230159288865925,-1.5974670382153564e-05,SAFE
17.448,0.0412716926646297,0.0049885338429992,2.0228739974931607,-1.5043210686519342e-05,SAFE
17.456,0.0412717002290891,0.004988413740642,2.0227310186584573,-1.411696828436038e-05,SAFE
17.464,0.0412717079496394,0.0049883241182509,2.022587005929632,-1.3195927318346489e-05,SAFE
17.472,0.0412717158239903,0.0049882647346704,2.022441972859128,-1.227996390708433e-05,SAFE
17.48,0.0412717238474835,0.0049882350450378,2.022295933002418,-1.1368982601179755e-05,SAFE
17.488,0.0412717320146334,0.0049882342252759,2.0221488999155524,-1.046302984854752e-05,SAFE
17.496,0.0412717403185882,0.0049882611872666,2.0220008871544644,-9.561929477005872e-06,SAFE
17.504,0.0412717487524382,0.0049883146081941,2.0218519082721005,-8.6656767534795e-06,SAFE
17.512,0.0412717573079674,0.0049883929531642,2.021701976816741,-7.774156156122245e-06,SAFE
17.52,0.0412717659770069,0.0049884945066932,2.021551106329002,-6.887423214969515e-06,SAFE
17.528,0.0412717747508599,0.0049886173924138,2.0213993103408816,-6.005312041207685e-06,SAFE
17.536,0.0412717836217057,0.0049887596045408,2.021246602372899,-5.127801670160022e-06,SAFE
17.544,0.0412717925804344,0.0049889190379737,2.021092995931308,-4.254900183365993e-06,SAFE
17.552,0.0412718016196298,0.0049890935092946,2.0209385045070865,-3.3865098540471413e-06,SAFE
17.56,0.0412718107310977,0.0049892807873141,2.020783141572996,-2.5225914149719065e-06,SAFE
17.568,0.0412718199080901,0.0049894786172554,2.020626920581847,-1.6631114327919747e-06,SAFE
17.576,0.0412718291428534,0.0049896847493662,2.0204698549636784,-8.080940830422521e-07,SAFE
17.584,0.0412718384295247,0.0049898969563181,2.020311958124985,4.254195210424768e-08,SAFE
17.592,0.0412718477617453,0.0049901130581734,2.020153243446257,8.888472925356489e-07,SAFE
17.6,0.0412718571339957,0.0049903309468321,2.0199937242795727,1.7307284049206398e-06,SAFE
17.608,0.0412718665408275,0.0049905485974648,2.01983341394818,2.568312829039039e-06,SAFE
